checked_jst,trophies,best_trophies,wins,losses,battle_count,pol_current_league,pol_current_trophies,pol_current_rank,pol_last_league,pol_last_trophies,pol_last_rank,pol_best_league,pol_best_trophies,pol_best_rank
2026-08-13 18:50:32,14000,14000,10430,7843,18273,4,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 4, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-14 04:47:09,14000,14000,10430,7843,18273,4,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 4, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-14 07:25:59,14000,14000,10430,7843,18273,4,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 4, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-14 08:41:27,14000,14000,10432,7844,18276,4,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 4, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-14 10:58:36,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-14 14:50:21,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-14 18:45:18,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-14 21:32:12,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 02:37:10,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 05:05:23,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 06:12:13,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 08:00:20,14000,14000,10436,7846,18282,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 11:14:30,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 12:12:49,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 14:44:18,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 16:47:24,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 18:43:29,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 19:58:05,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 22:46:24,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-15 23:59:15,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-16 02:01:03,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-16 04:10:57,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-16 05:59:36,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-16 07:58:30,14000,14000,10443,7849,18292,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-16 12:30:00,14000,14000,10445,7850,18295,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
2026-08-16 14:48:42,14000,14000,10449,7855,18304,5,0,,6,0,,10,2246,8026,"{""bestPathOfLegendSeasonResult"": {""leagueNumber"": 10, ""rank"": 8026, ""trophies"": 2246}, ""currentPathOfLegendSeasonResult"": {""leagueNumber"": 5, ""rank"": null, ""trophies"": 0}, ""lastPathOfLegendSeasonResult"": {""leagueNumber"": 6, ""rank"": null, ""trophies"": 0}}"
